date,Low,High
2021-01-28,21043.625,22118.341796875
2021-01-29,19968.91015625,22465.0234375
2021-02-01,21840.99609375,22603.697265625
2021-02-02,21979.66796875,23574.408203125
2021-02-03,23574.408203125,24441.11328125
2021-02-04,23747.75,24302.44140625
2021-02-05,24094.431640625,24822.46484375
2021-02-08,23505.072265625,25030.474609375
2021-02-09,23574.408203125,24579.787109375
2021-02-17,24857.1328125,25515.830078125
2021-02-18,25169.146484375,25689.169921875
2021-02-19,25030.474609375,26001.185546875
2021-02-22,25515.830078125,26382.53515625
2021-02-23,25654.501953125,26070.521484375
2021-02-24,25689.169921875,26451.873046875
2021-02-25,25689.169921875,26278.53125
2021-02-26,25307.8203125,25897.1796875
2021-03-01,26070.521484375,26486.541015625
2021-03-02,26347.8671875,26763.88671875
2021-03-03,26555.876953125,26902.55859375
2021-03-04,26001.185546875,27041.232421875
2021-03-05,26001.185546875,26659.880859375
2021-03-08,26035.853515625,26763.88671875
2021-03-09,25723.83984375,26278.53125
2021-03-10,25689.169921875,26209.1953125
2021-03-11,26209.1953125,26659.880859375
2021-03-12,26313.19921875,26694.55078125
2021-03-15,26174.525390625,26486.541015625
2021-03-16,26105.189453125,26486.541015625
2021-03-17,26070.521484375,27457.251953125
2021-03-18,27873.26953125,28739.9765625
2021-03-19,27942.607421875,28358.625
2021-03-22,28081.279296875,28947.986328125
2021-03-23,27873.26953125,28601.302734375
2021-03-24,26971.896484375,28046.611328125
2021-03-25,26971.896484375,27838.6015625
2021-03-26,26209.1953125,27595.923828125
2021-03-29,27249.2421875,27769.265625
2021-03-30,27630.591796875,28289.2890625
2021-03-31,27734.59765625,28323.95703125
2021-04-01,27942.607421875,28670.640625
2021-04-02,28427.962890625,28809.3125
2021-04-05,28774.64453125,29329.3359375
2021-04-06,28843.98046875,30196.04296875
2021-04-07,29676.01953125,30369.384765625
2021-04-08,29537.345703125,30022.701171875
2021-04-09,29329.3359375,29606.68359375
2021-04-12,29433.341796875,30022.701171875
2021-04-13,29121.328125,30161.375
2021-04-14,28774.64453125,29814.69140625
2021-04-15,29121.328125,29814.69140625
2021-04-16,28289.2890625,29953.365234375
2021-04-19,28635.97265625,29468.009765625
2021-04-20,28774.64453125,29918.697265625
2021-04-22,27145.236328125,29086.658203125
2021-04-23,27041.232421875,28705.30859375
