date,Low,High
1990-01-31,24.48253381851901,27.58536326517081
1990-02-28,29.657110428571517,34.7253167319393
1990-03-31,31.155275184650634,33.48037264083377
1990-04-30,29.698299241610542,35.52883568449205
1990-05-31,32.60362930222517,35.40496022624271
1990-06-30,29.770932564318198,31.705729490477488
1990-07-31,21.83020955409424,27.26913877312986
1990-08-31,20.359105155548274,22.72849146121943
1990-09-30,18.41741043046933,20.14846131908857
1990-10-31,17.21805955931136,21.19466595607258
1990-11-30,18.602972127505193,20.127150495564045
1990-12-31,21.613968514152727,24.56615439294228
1991-01-31,26.37410140709757,31.5150338672463
1991-02-28,25.448087926159936,34.127975199711074
1991-03-31,29.02843761672998,40.725598010840486
1991-04-30,33.67431201164843,37.72670856079164
1991-05-31,31.352239636946198,37.03975959343937
1991-06-30,30.604416365863887,32.12957132163767
1991-07-31,24.90686944185414,34.23306290300981
1991-08-31,19.476976956372567,26.171824116819778
1991-09-30,16.470856297199845,23.420341400467162
1991-10-31,19.199974300388735,21.70918981507998
1991-11-30,20.809976721301332,27.452343417763718
1991-12-31,19.746029778982802,25.666318677352404
1992-01-31,26.465837956814173,30.445854632940293
1992-02-29,31.84414004605551,32.698257882815426
1992-03-31,31.729269682251335,36.27839225729292
1992-04-30,35.203317896526805,42.03051067934678
1992-05-31,33.55037333008482,38.239713746153434
1992-06-30,31.624024987957647,34.26633337807843
1992-07-31,26.768256372794028,31.305503390928536
1992-08-31,19.090068959532193,26.15991487697474
1992-09-30,21.751000596370204,25.789820148453106
1992-10-31,17.61862666527545,26.324142176781386
1992-11-30,19.44807040777128,25.530802302279813
1992-12-31,21.25181394506808,26.399420266958703
1993-01-31,28.35748205917643,34.201804221661305
1993-02-28,27.174088823198723,37.19383131491108
1993-03-31,32.065075933196,36.47316373217045
1993-04-30,36.59849093413895,40.98323680421077
1993-05-31,33.9892219279437,41.028666848291394
1993-06-30,32.82880671959739,35.18220850296768
1993-07-31,29.06179412712413,29.466055728564577
1993-08-31,24.570596167047256,25.656852633012797
1993-09-30,18.17465371725055,24.002841843871078
1993-10-31,19.44275979516462,23.513694344258283
1993-11-30,21.33376120387389,26.00510440070497
1993-12-31,22.534892841263492,26.220833569489617
1994-01-31,28.737154044813508,30.217210145493976
1994-02-28,28.540014636727356,35.461653515672346
1994-03-31,35.84559552257124,39.042790469809404
1994-04-30,36.794295416223775,41.41447244179557
1994-05-31,34.92925212133117,41.608319891104955
1994-06-30,32.255710859265136,37.9701913463407
1994-07-31,27.056075061162264,31.19290335980888
1994-08-31,23.41298207665095,28.499640968060348
1994-09-30,20.818136116821336,28.037079502551016
1994-10-31,21.39295066638795,22.71592733494624
1994-11-30,22.43022159149777,27.059505874623962
1994-12-31,23.48080009252739,26.708574275645717
1995-01-31,29.024573857155964,36.74391448207352
1995-02-28,33.95922694253994,39.88280127330819
1995-03-31,34.17896109844577,38.34644413363087
1995-04-30,35.034158807357095,41.64009815312601
1995-05-31,35.19179206407608,39.61731629718684
1995-06-30,30.68465229370316,38.9116067579611
1995-07-31,30.58902342597281,33.75268990119248
1995-08-31,23.845617009385915,28.967767121202506
1995-09-30,22.89375192727551,27.207867150267532
1995-10-31,21.021642180589478,28.28769563354338
1995-11-30,22.966733695228744,27.71074248986413
1995-12-31,22.413872113380975,33.256830771282154
1996-01-31,30.968864560236284,31.996832706568078
1996-02-29,30.43028020507607,37.39023579306567
1996-03-31,30.240560002530458,42.72140399161871
1996-04-30,36.752782638589345,39.55646313472401
1996-05-31,37.96118492247967,43.166598429872565
1996-06-30,34.4433408386554,39.53968011836712
1996-07-31,31.11085458598683,36.55589017636774
1996-08-31,21.46874280717759,27.6582976400625
1996-09-30,23.889086433727126,25.761108506682802
1996-10-31,22.44937101627785,23.680214189010368
1996-11-30,20.171759583062563,30.93184503216146
1996-12-31,26.022034477221567,27.969529260065183
1997-01-31,29.194122188669986,35.659595035583386
1997-02-28,34.15665168855242,37.798796188209565
1997-03-31,35.88580570709862,39.86094749228173
1997-04-30,38.75901188887643,42.695343156173806
1997-05-31,37.1581561249454,40.354912242683
1997-06-30,34.32037176977897,39.10435144150092
1997-07-31,31.609467998179998,32.15594345078338
1997-08-31,25.03488231837911,30.874125190853256
1997-09-30,22.946165500170185,28.078066074963147
1997-10-31,23.03685034383601,25.6012285554922
1997-11-30,23.919245734998146,26.826239493001253
1997-12-31,23.671393707998217,30.581859475302466
1998-01-31,31.211349039498756,32.563523489668924
1998-02-28,35.353925340187544,39.38697504846286
1998-03-31,39.08694900900669,40.908843020630485
1998-04-30,39.50693714589104,43.95140131130915
1998-05-31,34.96615980330267,45.180721006417414
1998-06-30,35.058364215946035,36.50111088024262
1998-07-31,31.32802004667753,34.53111412425844
1998-08-31,25.98483081393173,29.11013789922316
1998-09-30,25.01474044491701,25.912886469430827
1998-10-31,23.249429105444257,25.202572140488694
1998-11-30,19.869814563001643,27.528605166344864
1998-12-31,27.966522367031484,30.922096976240713
1999-01-31,31.75093396463276,34.276007793131704
1999-02-28,36.33322907639323,38.44655802410755
1999-03-31,33.7610937487737,40.506732483373554
1999-04-30,40.54195879632529,47.693083850030035
1999-05-31,39.44284304142595,44.2528500834369
1999-06-30,29.337648668820837,40.91258266761184
1999-07-31,32.182009412009975,37.77943039782452
1999-08-31,27.885843485958915,29.62388721812826
1999-09-30,25.78921922605172,27.71018627579673
1999-10-31,21.346278058195363,25.874099467266944
1999-11-30,22.481619322708724,35.32457342653827
1999-12-31,26.612172966700353,32.4063273882089
2000-01-31,30.524244086459348,33.46252860860962
